scorer,N,selected_real_utility,selected_latent_value,selected_value_pred,selected_risk,latent_real_gap,horizon
H2_belief_collapsed,1,-0.15247174867819746,3.349944399226866,3.3493843507142023,0.4795564736201016,3.5024161479050635,2
H2_belief_collapsed,2,-0.37211281960336207,4.202247469255983,4.1991685728294215,0.6476141797315854,4.574360288859346,2
H2_belief_collapsed,4,-0.5726036783685167,4.981600831039092,4.97488735403494,0.7850671256875311,5.554204509407609,2
H2_belief_collapsed,8,-0.7249828110783318,5.565768359388065,5.556619992283794,0.8776236999991218,6.290751170466397,2
H2_belief_collapsed,16,-0.7696046116297266,5.949467686600579,5.943503900600664,0.9336528348508596,6.719072298230306,2
H2_belief_collapsed,32,-0.6343623267019741,6.186344039934187,6.192001904593703,0.9664918464304816,6.820706366636161,2
H2_belief_collapsed,64,-0.36308603407211953,6.325625475865262,6.349034926823625,0.9850724510456581,6.688711509937382,2
H2_combined_repair,1,-0.152471748678198,3.349944399226867,3.3493843507141974,0.4795564736201018,3.502416147905065,2
H2_combined_repair,2,0.20682384737352205,2.677944826847092,2.6812424877618724,0.3463570039947007,2.47112097947357,2
H2_combined_repair,4,0.4231783029483894,2.217905928414594,2.2255665473000157,0.24767056938305465,1.7947276254662048,2
H2_combined_repair,8,0.540512610559811,1.9908864011206626,2.003686163234072,0.19423441370743874,1.4503737905608516,2
H2_combined_repair,16,0.610417256822435,1.9214918859600159,1.9393900037092515,0.17455507977536897,1.3110746291375808,2
H2_combined_repair,32,0.6734803102540421,1.9404733656620523,1.9634997512948615,0.1751145861777142,1.2669930554080102,2
H2_combined_repair,64,0.7352431327937998,2.010702269436754,2.0434452170518362,0.1881475912063336,1.2754591366429542,2
H2_oracle,1,-0.15247174867819627,3.349944399226865,3.3493843507141965,0.47955647362010106,3.5024161479050613,2
H2_oracle,2,0.5976154739774265,3.0569961026791703,3.0588329049021303,0.4214844662182414,2.459380628701744,2
H2_oracle,4,1.2165433741383187,3.431872197379054,3.433492705689459,0.49147866269580975,2.215328823240735,2
H2_oracle,8,1.6851162315986692,4.270255314515622,4.271056118227103,0.6528606997061329,2.585139082916953,2
H2_oracle,16,1.9953298888815014,5.108202379423589,5.109042236745145,0.8032053387679376,3.1128724905420873,2
H2_oracle,32,2.172482451137494,5.696441566932879,5.69996089072396,0.8963624691610357,3.5239591157953853,2
H2_oracle,64,2.272529105254618,6.068821493549047,6.07866458442286,0.9501082918604103,3.796292388294429,2
H4_belief_collapsed,1,-0.4383330048870535,6.749306723667193,6.748600424018014,0.4849146165430379,7.187639728554246,4
H4_belief_collapsed,2,-0.9238399442644746,8.446679547162578,8.448222057592941,0.6517706615541086,9.370519491427052,4
H4_belief_collapsed,4,-1.3943313901379306,9.97794920945343,9.98306805404409,0.7868429477249838,11.37228059959136,4
H4_belief_collapsed,8,-1.7436382207253616,11.093795128085135,11.104039443269203,0.8755734097516461,12.837433348810498,4
H4_belief_collapsed,16,-1.8636825554128216,11.79270011058337,11.809013720232777,0.9270049119363438,13.656382665996192,4
H4_belief_collapsed,32,-1.7420264869020792,12.19764473720285,12.222326335718163,0.9552974533613356,13.939671224104929,4
H4_belief_collapsed,64,-1.5087821273490762,12.4365671432146,12.470253968970555,0.971328675579819,13.945349270563675,4
H4_combined_repair,1,-0.4383330048870531,6.749306723667192,6.74860042401801,0.48491461654303847,7.187639728554245,4
H4_combined_repair,2,0.34118826636346555,5.740455122242031,5.743700810167821,0.3830279043536492,5.399266855878565,4
H4_combined_repair,4,0.8819643361682921,5.356021780002775,5.363980095947957,0.3383050061254217,4.474057443834483,4
H4_combined_repair,8,1.2527175250846079,5.654562417352631,5.6683368009265385,0.3645832635168473,4.401844892268024,4
H4_combined_repair,16,1.5970481148092328,6.508926859602591,6.530319248476955,0.45121921745810006,4.911878744793357,4
H4_combined_repair,32,2.0103346427652427,7.661868989321143,7.6919796743541395,0.5693740066011111,5.6515343465559,4
H4_combined_repair,64,2.412486270233231,8.77848170153651,8.81665120956194,0.6813523762491216,6.365995431303279,4
H4_oracle,1,-0.4383330048870554,6.749306723667203,6.748600424018022,0.4849146165430389,7.187639728554259,4
H4_oracle,2,1.0182438932083104,6.067917808063121,6.067386443931845,0.4182069787487264,5.049673914854811,4
H4_oracle,4,2.232940259525243,6.687136581146439,6.687919547757456,0.47583727533782,4.454196321621196,4
H4_oracle,8,3.167834340169257,8.283667144042662,8.287678755440982,0.6306218399709739,5.115832803873404,4
H4_oracle,16,3.7958592231780433,9.951681841969771,9.959317037896364,0.7828737545135772,6.155822618791728,4
H4_oracle,32,4.153839063101677,11.140717172664981,11.149671138144306,0.8792575683358076,6.986878109563304,4
H4_oracle,64,4.348463430135485,11.868865367590422,11.88309807478695,0.9329763883793305,7.5204019374549365,4
H6_belief_collapsed,1,-0.585749862276593,10.462991437535312,10.45501103524048,0.5084250933025152,11.048741299811905,6
H6_belief_collapsed,2,-1.1407051265203016,13.007617743963577,13.00145000667786,0.6730912183549514,14.148322870483879,6
H6_belief_collapsed,4,-1.542261998232551,15.195395937250721,15.189989715512638,0.8001348839802653,16.737657935483274,6
H6_belief_collapsed,8,-1.7621411159097529,16.70812122955402,16.702077399010104,0.879235204113623,18.470262345463773,6
H6_belief_collapsed,16,-1.8866022766659514,17.63836810675566,17.629816662063583,0.9241907416585499,19.52497038342161,6
H6_belief_collapsed,32,-1.8365952170797555,18.202715809953013,18.190974197103717,0.9500944435810835,20.039311027032767,6
H6_belief_collapsed,64,-1.4935483988824112,18.57138862318463,18.557480942879746,0.9666261336762437,20.064937022067042,6
H6_combined_repair,1,-0.5857498622765915,10.462991437535315,10.455011035240478,0.5084250933025146,11.048741299811907,6
H6_combined_repair,2,0.5972763868797097,9.03891550157942,9.03410502034226,0.4118134258084443,8.44163911469971,6
H6_combined_repair,4,1.4118335107400939,8.500972310894726,8.501592942446159,0.3673862874207088,7.0891388001546325,6
H6_combined_repair,8,2.0230339727043134,9.128042586919708,9.13540362367718,0.4013182643440461,7.105008614215395,6
H6_combined_repair,16,2.6580436475288667,10.822418285216642,10.834821658766971,0.5123674544506954,8.164374637687775,6
H6_combined_repair,32,3.369574419933797,12.86698049082021,12.875744868749432,0.6514079244159592,9.497406070886413,6
H6_combined_repair,64,4.076249207955825,14.237683614916412,14.232335302198276,0.7452421793892728,10.161434406960588,6
H6_oracle,1,-0.5857498622765906,10.462991437535319,10.455011035240481,0.5084250933025146,11.04874129981191,6
H6_oracle,2,1.6021074817542484,9.62160171810676,9.609385095216702,0.4528933660671721,8.01949423635251,6
H6_oracle,4,3.473355057435339,10.715231485957409,10.700847245351005,0.5194127672583777,7.24187642852207,6
H6_oracle,8,4.871114098231996,13.22050501072847,13.205743328699814,0.6775325619040677,8.349390912496474,6
H6_oracle,16,5.729882290577971,15.625319570093232,15.61227771437325,0.8204195994251772,9.89543727951526,6
H6_oracle,32,6.154694840377641,17.121326542969513,17.112340898876106,0.8992374002623675,10.966631702591872,6
H6_oracle,64,6.359944752551919,17.940500267664717,17.936651500877645,0.9382658843194215,11.580555515112799,6
H8_belief_collapsed,1,-0.5741531599938425,13.502010558202887,13.499805112304028,0.4871312133654289,14.07616371819673,8
H8_belief_collapsed,2,-1.3357288772397784,16.833301271678188,16.829676847188054,0.6501701861620487,18.169030148917965,8
H8_belief_collapsed,4,-2.029548298228931,19.849836619714086,19.84244868272816,0.7832234374848976,21.879384917943018,8
H8_belief_collapsed,8,-2.610856516732449,22.020711389196435,22.009867698472867,0.8696349013452136,24.631567905928883,8
H8_belief_collapsed,16,-3.1623249527519737,23.336375969679995,23.32109275662281,0.9181016523704101,26.49870092243197,8
H8_belief_collapsed,32,-3.795441474676323,24.0753689338729,24.05488268191113,0.9440580428350862,27.87081040854922,8
H8_belief_collapsed,64,-4.670079077261439,24.496136506015805,24.47268935631537,0.9583832382020695,29.166215583277243,8
H8_combined_repair,1,-0.5741531599938373,13.502010558202931,13.499805112304017,0.48713121336543014,14.076163718196769,8
H8_combined_repair,2,1.0007579021121313,11.99626754761416,11.998659236901304,0.4119603264538331,10.995509645502029,8
H8_combined_repair,4,2.1466463669548097,12.168165499861335,12.171566714048591,0.41651801290849694,10.021519132906525,8
H8_combined_repair,8,3.102169429222123,13.910661080305081,13.91288110912749,0.502168651826194,10.808491651082958,8
H8_combined_repair,16,4.003090837012611,16.389961652730044,16.388042309375813,0.6255987633144162,12.386870815717433,8
H8_combined_repair,32,4.656464317167501,18.641056581858862,18.63322661824665,0.7330114080509273,13.984592264691361,8
H8_combined_repair,64,4.808269691722504,20.19048777867187,20.17626753107605,0.8014366194666392,15.382218086949365,8
H8_oracle,1,-0.5741531599938366,13.50201055820289,13.499805112304019,0.4871312133654295,14.076163718196726,8
H8_oracle,2,2.2096728498305365,12.419491576157325,12.420643201114075,0.4341856427924383,10.20981872632679,8
H8_oracle,4,4.5185040819407085,13.944207091283364,13.946835105368718,0.5057795613294888,9.425703009342655,8
H8_oracle,8,6.225819541613983,17.214933371272657,17.218960593484802,0.662430653184029,10.989113829658674,8
H8_oracle,16,7.302377750164771,20.355661344865172,20.360423512264262,0.8031567950982469,13.053283594700401,8
H8_oracle,32,7.8696433865451,22.386528738632148,22.39112228150678,0.8844341213013087,14.516885352087048,8
H8_oracle,64,8.146720419431492,23.492753183492212,23.494597152182244,0.925062674115702,15.34603276406072,8
