hidden_mode_probability,clue_strength,horizon,scorer,N,selected_real_utility,selected_latent_value,selected_value_pred,selected_risk,latent_real_gap
0.45,0.05,3,raw_value,1,0.5848163962005508,4.529804256053017,4.519841261595793,0.48003565868563086,3.944987859852467
0.45,0.05,3,raw_value,8,0.6370826089239741,7.1213947851314385,7.143252295450235,0.8793314411110881,6.484312176207465
0.45,0.05,3,raw_value,64,0.3125895508877265,7.933598529711416,8.005775439518658,0.9839309900128669,7.621008978823689
0.45,0.05,3,combined_repair,1,0.5848163962005485,4.529804256053012,4.519841261595782,0.48003565868563075,3.9449878598524637
0.45,0.05,3,combined_repair,8,1.0567956725486458,3.693382796460069,3.706389150423753,0.34837810808710357,2.6365871239114234
0.45,0.05,3,combined_repair,64,1.7236629592594177,4.301821347281662,4.303088507705292,0.4559153668665821,2.5781583880222447
0.45,0.05,3,oracle,1,0.5848163962005513,4.529804256053021,4.519841261595789,0.480035658685631,3.9449878598524695
0.45,0.05,3,oracle,8,2.9349192921297647,6.552358610272273,6.559970679889275,0.798556676088664,3.617439318142508
0.45,0.05,3,oracle,64,3.4178735797084725,7.83546785271885,7.869636122756022,0.9721344855944706,4.417594273010377
0.45,0.05,5,raw_value,1,0.5840096383156724,7.81708333654173,7.811648087502982,0.5082090856988842,7.2330736982260575
0.45,0.05,5,raw_value,8,0.2821375158678506,11.870342753676118,11.864684859974105,0.8804916567787693,11.588205237808268
0.45,0.05,5,raw_value,64,0.7913526948590627,13.068326203266693,13.095878903183527,0.9714403972560031,12.27697350840763
0.45,0.05,5,combined_repair,1,0.5840096383156661,7.817083336541727,7.8116480875029835,0.5082090856988836,7.233073698226061
0.45,0.05,5,combined_repair,8,1.8298653110321388,7.364761515207834,7.363859912360831,0.4680216048319944,5.534896204175696
0.45,0.05,5,combined_repair,64,2.610563347042997,9.160700559593215,9.17320027281022,0.6454974157903806,6.550137212550218
0.45,0.05,5,oracle,1,0.5840096383156693,7.817083336541726,7.811648087502985,0.5082090856988838,7.233073698226057
0.45,0.05,5,oracle,8,4.679867909688253,10.746916083163288,10.736121879781274,0.7843655401296494,6.067048173475035
0.45,0.05,5,oracle,64,5.477080299832899,12.889081445510184,12.872475754156108,0.9601685916686681,7.412001145677285
0.45,0.05,8,raw_value,1,1.4643322597558006,11.90382064545931,11.909914200284648,0.47017913992054494,10.439488385703509
0.45,0.05,8,raw_value,8,1.7444904330893685,18.623210813829623,18.628929726690803,0.8623634489372818,16.878720380740255
0.45,0.05,8,raw_value,64,4.272297860706852,20.412962543546467,20.459933644297568,0.9499405362714851,16.140664682839613
0.45,0.05,8,combined_repair,1,1.4643322597557968,11.903820645459302,11.909914200284641,0.47017913992054455,10.439488385703505
0.45,0.05,8,combined_repair,8,3.5445449176127397,13.175174598358119,13.16567986038883,0.5509757807152997,9.630629680745379
0.45,0.05,8,combined_repair,64,6.798710127142108,17.072531857332088,17.042132529734296,0.7849724350945074,10.27382173018998
0.45,0.05,8,oracle,1,1.4643322597558035,11.903820645459303,11.90991420028464,0.47017913992054444,10.4394883857035
0.45,0.05,8,oracle,8,7.198807791399082,17.26614615760743,17.26309885566768,0.7886331994988874,10.067338366208348
0.45,0.05,8,oracle,64,8.287887795342485,20.307811740202247,20.32991290102394,0.946055368013255,12.019923944859762
0.45,0.1,3,raw_value,1,0.36467851044925303,4.640291716695601,4.6380185448430735,0.49917738380057264,4.275613206246348
0.45,0.1,3,raw_value,8,-0.027194431968381484,7.175170093391688,7.182108911946793,0.8863775149824827,7.202364525360069
0.45,0.1,3,raw_value,64,-0.7818160698172384,7.889688906535905,7.961743583705344,0.9763815510432021,8.671504976353143
0.45,0.1,3,combined_repair,1,0.3646785104492534,4.640291716695593,4.6380185448430735,0.49917738380057286,4.27561320624634
0.45,0.1,3,combined_repair,8,1.9018276602197541,5.172797038133309,5.174125564163003,0.5823764830199271,3.2709693779135547
0.45,0.1,3,combined_repair,64,3.0054390341789174,6.85909903026016,6.867538323735528,0.8441888900600731,3.8536599960812428
0.45,0.1,3,oracle,1,0.36467851044925403,4.640291716695596,4.638018544843069,0.4991773838005725,4.275613206246342
0.45,0.1,3,oracle,8,2.87333747203362,6.410186583716612,6.384278176938897,0.7776889132912407,3.5368491116829923
0.45,0.1,3,oracle,64,3.3944445800430785,7.764654343914093,7.7122855902340754,0.963485221562442,4.3702097638710145
0.45,0.1,5,raw_value,1,1.0234328376416166,7.864024036717281,7.85439012763845,0.5121651121885852,6.840591199075664
0.45,0.1,5,raw_value,8,1.3209349061026243,11.953800290082118,11.954453006538401,0.8871737510748691,10.632865383979492
0.45,0.1,5,raw_value,64,0.6604553439544811,12.911753690807851,12.910204970529191,0.95975120464162,12.25129834685337
0.45,0.1,5,combined_repair,1,1.0234328376416213,7.86402403671727,7.854390127638438,0.5121651121885844,6.840591199075648
0.45,0.1,5,combined_repair,8,3.196412627490751,9.017661286849984,9.009492632201075,0.631938898825917,5.821248659359233
0.45,0.1,5,combined_repair,64,4.389717788915469,11.035875834374165,11.018815191868354,0.8168016668732728,6.646158045458696
0.45,0.1,5,oracle,1,1.023432837641622,7.864024036717278,7.854390127638454,0.5121651121885846,6.840591199075655
0.45,0.1,5,oracle,8,4.855537470026526,11.183435898330005,11.179283560582672,0.8220939763120741,6.327898428303479
0.45,0.1,5,oracle,64,5.444433224310887,12.807539636379717,12.747153785577206,0.9526889728978991,7.36310641206883
0.45,0.1,8,raw_value,1,1.1149153917434396,12.327762766727076,12.336089467065465,0.49944708913723695,11.212847374983637
0.45,0.1,8,raw_value,8,0.2836229551564556,18.79581940364664,18.80265411158481,0.870591328699305,18.512196448490183
0.45,0.1,8,raw_value,64,-0.4326515204707212,20.61584186237224,20.64841763560451,0.9571975693617448,21.04849338284296
0.45,0.1,8,combined_repair,1,1.1149153917434342,12.32776276672708,12.336089467065452,0.49944708913723745,11.212847374983646
0.45,0.1,8,combined_repair,8,4.853037179669475,13.44274241351671,13.44440998364756,0.5733596023783301,8.589705233847234
0.45,0.1,8,combined_repair,64,7.057415650852475,16.811716777380152,16.812939882148058,0.7683349286687852,9.754301126527677
0.45,0.1,8,oracle,1,1.1149153917434345,12.327762766727085,12.33608946706544,0.4994470891372369,11.212847374983651
0.45,0.1,8,oracle,8,7.100356741501037,16.996205659179637,17.003978907188174,0.7747604333441096,9.895848917678599
0.45,0.1,8,oracle,64,8.261168956602788,20.28252492075431,20.298878059168274,0.9425082377892914,12.021355964151521
0.45,0.18,3,raw_value,1,0.4541962003797023,4.616417453148598,4.614680439321678,0.4958191015620842,4.162221252768895
0.45,0.18,3,raw_value,8,0.48510554087704566,7.114704947366721,7.125722313940383,0.8790119606097234,6.6295994064896755
0.45,0.18,3,raw_value,64,0.7049720208713042,7.820059824175491,7.880678865233326,0.969840240348194,7.115087803304187
0.45,0.18,3,combined_repair,1,0.4541962003796999,4.616417453148592,4.614680439321669,0.49581910156208353,4.162221252768892
0.45,0.18,3,combined_repair,8,2.406606973199979,5.4360229052027575,5.457962643182911,0.627612325665687,3.0294159320027787
0.45,0.18,3,combined_repair,64,3.1160408142655287,6.97858284717671,6.986736810097125,0.8623563182738351,3.8625420329111817
0.45,0.18,3,oracle,1,0.45419620037970065,4.616417453148593,4.614680439321672,0.4958191015620838,4.162221252768892
0.45,0.18,3,oracle,8,2.9065353937189764,6.482471522793908,6.493785887456361,0.7889676739785854,3.5759361290749316
0.45,0.18,3,oracle,64,3.3848748050134416,7.7188961492802735,7.731746714738012,0.9600438148467626,4.334021344266832
0.45,0.18,5,raw_value,1,0.9590001576845153,7.525063228871735,7.522182177819846,0.48078552852806417,6.566063071187219
0.45,0.18,5,raw_value,8,0.9247907951337175,11.63354606799548,11.648522337881085,0.861639530239448,10.708755272861763
0.45,0.18,5,raw_value,64,3.1364172904349124,12.9332641137008,12.976272314911066,0.9626330510867629,9.796846823265888
0.45,0.18,5,combined_repair,1,0.9590001576845112,7.525063228871751,7.522182177819841,0.48078552852806483,6.56606307118724
0.45,0.18,5,combined_repair,8,3.918002615006038,8.974751236093761,8.965298721016312,0.6288977474681418,5.056748621087722
0.45,0.18,5,combined_repair,64,4.669901228835302,10.595615071834962,10.581771041798913,0.7802624389057282,5.925713842999659
0.45,0.18,5,oracle,1,0.9590001576845115,7.525063228871738,7.522182177819834,0.4807855285280642,6.5660630711872265
0.45,0.18,5,oracle,8,4.670410389778034,10.693673110321118,10.702002704872568,0.7816200547895834,6.023262720543084
0.45,0.18,5,oracle,64,5.461428319066187,12.844314372196186,12.8703571251823,0.9566360341804905,7.382886053129998
0.45,0.18,8,raw_value,1,1.1845315081714336,12.263534356997143,12.258797377390815,0.4928052809788329,11.07900284882571
0.45,0.18,8,raw_value,8,0.7988485557222456,18.90603126528638,18.90530677644975,0.8756107752207175,18.107182709564135
0.45,0.18,8,raw_value,64,0.8946700891458118,20.55210268841774,20.607297299908563,0.9540983516380439,19.657432599271928
0.45,0.18,8,combined_repair,1,1.1845315081714292,12.26353435699715,12.258797377390804,0.4928052809788327,11.07900284882572
0.45,0.18,8,combined_repair,8,6.149991594557277,14.996145463755804,15.005760280058437,0.6597420419197745,8.846153869198528
0.45,0.18,8,combined_repair,64,7.511447827874311,18.068791837964035,18.05697445163733,0.8323950639601783,10.557344010089725
0.45,0.18,8,oracle,1,1.1845315081714265,12.263534356997152,12.25879737739081,0.4928052809788332,11.079002848825725
0.45,0.18,8,oracle,8,7.175192101056012,17.226400153032092,17.230038080833808,0.7853626823117933,10.05120805197608
0.45,0.18,8,oracle,64,8.280173095165269,20.30664593021792,20.334685189201867,0.9445315171352504,12.02647283505265
0.6,0.05,3,raw_value,1,0.00402183282502662,4.666638491216533,4.668533480490907,0.5047847336730699,4.6626166583915065
0.6,0.05,3,raw_value,8,-0.27179407010504664,7.100806145663729,7.118880350336789,0.8774691206859317,7.3726002157687756
0.6,0.05,3,raw_value,64,-0.2956101286347054,7.800085551515042,7.851623981696869,0.9680812233255806,8.095695680149747
0.6,0.05,3,combined_repair,1,0.004021832825029553,4.666638491216538,4.668533480490908,0.5047847336730701,4.662616658391509
0.6,0.05,3,combined_repair,8,0.8960935294605881,4.145129518408165,4.153124271304978,0.42295875850199305,3.2490359889475773
0.6,0.05,3,combined_repair,64,1.9257122613520063,4.9142014606364155,4.912457837493394,0.562106850537384,2.988489199284409
0.6,0.05,3,oracle,1,0.0040218328250280376,4.666638491216535,4.668533480490909,0.5047847336730701,4.6626166583915065
0.6,0.05,3,oracle,8,2.742634188552492,6.145866109129218,6.155731309209745,0.7361288395949486,3.4032319205767263
0.6,0.05,3,oracle,64,3.3526863139270553,7.651804757887882,7.677763442264966,0.9482101453183952,4.299118443960826
0.6,0.05,5,raw_value,1,-0.1864083903527763,7.63437587303044,7.6370619312441725,0.48998917505606476,7.820784263383216
0.6,0.05,5,raw_value,8,-1.507473544028278,11.8125516323864,11.828056396315485,0.8761204400090191,13.320025176414678
0.6,0.05,5,raw_value,64,-3.832514688996726,13.040626200956588,13.087601900550835,0.9712395250516505,16.873140889953312
0.6,0.05,5,combined_repair,1,-0.18640839035278192,7.634375873030442,7.637061931244175,0.4899891750560651,7.820784263383224
0.6,0.05,5,combined_repair,8,1.1188189344239572,5.175079253208809,5.178640488943638,0.2399553102445297,4.056260318784852
0.6,0.05,5,combined_repair,64,1.8055310477638136,6.367959255236369,6.401596617569034,0.3711266413242905,4.562428207472555
0.6,0.05,5,oracle,1,-0.186408390352781,7.634375873030445,7.637061931244172,0.48998917505606504,7.820784263383226
0.6,0.05,5,oracle,8,4.224956832164277,9.748222780925923,9.755330481384084,0.692452428296509,5.5232659487616464
0.6,0.05,5,oracle,64,5.348570785684448,12.479195254157634,12.493925936405377,0.931238482194913,7.1306244684731865
0.6,0.05,8,raw_value,1,-0.028006699395282973,12.253062350318904,12.246491393849025,0.49395242962934555,12.281069049714187
0.6,0.05,8,raw_value,8,-1.3269732167783737,18.697003239697523,18.692348742865917,0.8654103403829531,20.023976456475896
0.6,0.05,8,raw_value,64,-0.8527523591365241,20.608282101584088,20.630346094103338,0.9568885557125083,21.46103446072061
0.6,0.05,8,combined_repair,1,-0.028006699395270153,12.253062350318906,12.246491393849045,0.4939524296293458,12.281069049714176
0.6,0.05,8,combined_repair,8,1.8070389826033144,11.543152822020092,11.543752217266498,0.45643969503360254,9.736113839416777
0.6,0.05,8,combined_repair,64,2.608805165722007,14.464712665543477,14.45548983327906,0.642118009503859,11.85590749982147
0.6,0.05,8,oracle,1,-0.028006699395274243,12.253062350318901,12.246491393849038,0.49395242962934577,12.281069049714175
0.6,0.05,8,oracle,8,6.649245368205852,15.981986057318965,15.978394990999224,0.7159281232514834,9.332740689113113
0.6,0.05,8,oracle,64,8.211191008698195,20.105433238670727,20.108300983899454,0.9348217270956078,11.894242229972532
0.6,0.1,3,raw_value,1,0.006415163389303452,4.523221246331427,4.5233435235259085,0.4789238312679206,4.516806082942123
0.6,0.1,3,raw_value,8,-0.7551272277771892,7.128651741979494,7.138066136497499,0.8803220508414027,7.883778969756683
0.6,0.1,3,raw_value,64,0.46517345343981653,7.927803843104267,7.959570245517033,0.9833075465956405,7.462630389664451
0.6,0.1,3,combined_repair,1,0.006415163389306737,4.5232212463314285,4.523343523525909,0.47892383126792065,4.5168060829421215
0.6,0.1,3,combined_repair,8,1.2773597152417944,4.153243904878985,4.1849331632852245,0.4156430471940113,2.8758841896371905
0.6,0.1,3,combined_repair,64,2.228276972042858,6.317854645595174,6.362611285371333,0.7601150728893915,4.089577673552316
0.6,0.1,3,oracle,1,0.006415163389305447,4.523221246331432,4.523343523525913,0.4789238312679206,4.516806082942127
0.6,0.1,3,oracle,8,2.6537767490664566,5.924924122336172,5.938044065017837,0.7031941960517551,3.2711473732697156
0.6,0.1,3,oracle,64,3.389090080555026,7.7544829041810885,7.785153615144652,0.9614470246022663,4.365392823626062
0.6,0.1,5,raw_value,1,-0.07882571989547102,7.577285348324606,7.578193939261206,0.48418395255202945,7.656111068220078
0.6,0.1,5,raw_value,8,-1.175191414757987,11.79317544457524,11.812822594526972,0.8746790708730985,12.968366859333226
0.6,0.1,5,raw_value,64,-0.47663078793122293,12.884749938952144,12.913967411967171,0.9578795810792404,13.361380726883366
0.6,0.1,5,combined_repair,1,-0.0788257198954686,7.5772853483246045,7.578193939261201,0.4841839525520306,7.656111068220073
0.6,0.1,5,combined_repair,8,2.3075160482308363,7.249300181585725,7.262153881955331,0.45559447372692313,4.941784133354888
0.6,0.1,5,combined_repair,64,3.7742153180641536,9.127900391218708,9.144198402259612,0.6503489821534008,5.353685073154554
0.6,0.1,5,oracle,1,-0.07882571989547181,7.577285348324605,7.578193939261195,0.4841839525520295,7.656111068220077
0.6,0.1,5,oracle,8,4.281254679489917,9.848174146521963,9.860963661954294,0.7025158908302984,5.566919467032045
0.6,0.1,5,oracle,64,5.391354524309924,12.63733804932289,12.632355971225767,0.9406031794804532,7.245983525012966
0.6,0.1,8,raw_value,1,0.1053902486948555,12.13707058805796,12.132297324246693,0.4862038031580099,12.031680339363104
0.6,0.1,8,raw_value,8,-1.0295199046415076,18.58794457482823,18.59671971634463,0.8600308266291821,19.61746447946974
0.6,0.1,8,raw_value,64,0.3556181416844105,20.583751402496624,20.62335574838698,0.9573594596294168,20.228133260812214
0.6,0.1,8,combined_repair,1,0.10539024869486634,12.137070588057941,12.132297324246691,0.48620380315800965,12.031680339363076
0.6,0.1,8,combined_repair,8,3.381649797553792,11.800201408392272,11.808135598029589,0.46484688831754234,8.418551610838481
0.6,0.1,8,combined_repair,64,6.237027992296676,16.247912821048878,16.261590228800763,0.737133376256691,10.010884828752202
0.6,0.1,8,oracle,1,0.10539024869486485,12.137070588057957,12.132297324246709,0.48620380315800993,12.031680339363092
0.6,0.1,8,oracle,8,6.6445288291356865,15.936189768506935,15.937769623948087,0.7143501306228138,9.291660939371248
0.6,0.1,8,oracle,64,8.24770032808329,20.174831985580944,20.20258059362619,0.9403473100064557,11.927131657497654
0.6,0.18,3,raw_value,1,0.09834205663016736,4.595920769827377,4.5865194558637805,0.4921590536837944,4.4975787131972105
0.6,0.18,3,raw_value,8,-0.44048119887098686,7.130302218784722,7.139072613661069,0.8807068653020537,7.570783417655709
0.6,0.18,3,raw_value,64,-0.5037782467054315,7.841112205745149,7.903312386158895,0.9720388414314878,8.34489045245058
0.6,0.18,3,combined_repair,1,0.09834205663016246,4.595920769827384,4.586519455863785,0.4921590536837941,4.497578713197221
0.6,0.18,3,combined_repair,8,1.9891734715169667,4.922030225127869,4.8976738441708765,0.54662714558168,2.932856753610902
0.6,0.18,3,combined_repair,64,2.915220771853786,6.462633954085866,6.432837576499723,0.7930711561786222,3.54741318223208
0.6,0.18,3,oracle,1,0.09834205663016225,4.595920769827379,4.586519455863779,0.49215905368379465,4.497578713197217
0.6,0.18,3,oracle,8,2.737160893314819,6.113302006897294,6.097828212031286,0.7321491879142004,3.3761411135824755
0.6,0.18,3,oracle,64,3.3696091611255308,7.68738787660542,7.667604557875113,0.9542131946256588,4.317778715479889
0.6,0.18,5,raw_value,1,-0.011383343121055321,7.582707646751593,7.576304556195325,0.4858216041327555,7.594090989872648
0.6,0.18,5,raw_value,8,-1.4601443358630775,11.760297170623007,11.761925984090537,0.8707835745011748,13.220441506486084
0.6,0.18,5,raw_value,64,-2.148452116428067,13.129934255170507,13.18705657977367,0.975421040018783,15.278386371598575
0.6,0.18,5,combined_repair,1,-0.011383343121057926,7.582707646751582,7.576304556195326,0.485821604132756,7.59409098987264
0.6,0.18,5,combined_repair,8,3.550105711175054,8.699893675385935,8.699581659604032,0.600766324897048,5.149787964210882
0.6,0.18,5,combined_repair,64,4.726575117530187,10.796797329951776,10.815696039339441,0.7929106875780025,6.070222212421589
0.6,0.18,5,oracle,1,-0.011383343121057881,7.582707646751586,7.576304556195319,0.48582160413275527,7.594090989872644
0.6,0.18,5,oracle,8,4.2592525148707026,9.75646418103839,9.762801141183408,0.6962955327851185,5.497211666167688
0.6,0.18,5,oracle,64,5.36712806351647,12.588704766439083,12.634095636061012,0.9357178507271838,7.221576702922612
0.6,0.18,8,raw_value,1,-0.28972876575110346,12.11016500110129,12.101209422183988,0.4851403062135389,12.399893766852394
0.6,0.18,8,raw_value,8,-2.098229642095353,18.537784998624197,18.519519865330402,0.8576120916933172,20.63601464071955
0.6,0.18,8,raw_value,64,-1.9495961344398127,20.592885854620622,20.607288654531903,0.9564495393821878,22.542481989060434
0.6,0.18,8,combined_repair,1,-0.289728765751104,12.110165001101283,12.101209422183977,0.48514030621353965,12.399893766852387
0.6,0.18,8,combined_repair,8,4.854096270565792,12.974096663907257,12.964611039036786,0.5416766833083086,8.120000393341465
0.6,0.18,8,combined_repair,64,6.995313759402603,16.695714411127717,16.633759875205186,0.7613910830785957,9.700400651725115
0.6,0.18,8,oracle,1,-0.28972876575110224,12.110165001101283,12.101209422183992,0.48514030621353976,12.399893766852385
0.6,0.18,8,oracle,8,6.291546168842527,15.090343191114451,15.071579407512393,0.665680466830813,8.798797022271923
